"","ID","Token","Rating","Condition","Speaker","ratingType","rep","Sent"
"914","L51","Sub11_AP_ksent.3_lessClear",5,"lessClear","Sub11","AP","3","ksent"
"915","L51","Sub11_AP_ksent.3_moreClear",10,"moreClear","Sub11","AP","3","ksent"
"916","L51","Sub23_AP_bsent.5_conv",7,"conv","Sub23","AP","5","bsent"
"917","L51","Sub23_AP_bsent.5_lessClear",7,"lessClear","Sub23","AP","5","bsent"
"918","L51","Sub23_AP_bsent.5_moreClear",5,"moreClear","Sub23","AP","5","bsent"
"919","L52","Sub11_Int_bsent.3_conv",1,"conv","Sub11","Int","3","bsent"
"920","L52","Sub11_Int_bsent.3_lessClear",3,"lessClear","Sub11","Int","3","bsent"
"921","L52","Sub11_Int_bsent.3_moreClear",3,"moreClear","Sub11","Int","3","bsent"
"922","L52","Sub34_Int_tsent.4_conv",64,"conv","Sub34","Int","4","tsent"
"923","L52","Sub34_Int_tsent.4_lessClear",57,"lessClear","Sub34","Int","4","tsent"
"924","L52","Sub34_Int_tsent.4_moreClear",100,"moreClear","Sub34","Int","4","tsent"
"925","L52","Sub18_Int_ksent.3_conv",30,"conv","Sub18","Int","3","ksent"
"926","L52","Sub18_Int_ksent.3_lessClear",32,"lessClear","Sub18","Int","3","ksent"
"927","L52","Sub18_Int_ksent.3_moreClear",30,"moreClear","Sub18","Int","3","ksent"
"928","L52","Sub11_AP_tsent.1_conv",1,"conv","Sub11","AP","1","tsent"
"929","L52","Sub11_AP_tsent.1_lessClear",1,"lessClear","Sub11","AP","1","tsent"
"930","L52","Sub11_AP_tsent.1_moreClear",53,"moreClear","Sub11","AP","1","tsent"
"931","L52","Sub34_AP_ksent.4_conv",4,"conv","Sub34","AP","4","ksent"
"932","L52","Sub34_AP_ksent.4_lessClear",3,"lessClear","Sub34","AP","4","ksent"
"933","L52","Sub34_AP_ksent.4_moreClear",77,"moreClear","Sub34","AP","4","ksent"
"934","L52","Sub18_AP_bsent.5_conv",2,"conv","Sub18","AP","5","bsent"
"935","L52","Sub18_AP_bsent.5_lessClear",2,"lessClear","Sub18","AP","5","bsent"
"936","L52","Sub18_AP_bsent.5_moreClear",1,"moreClear","Sub18","AP","5","bsent"
"937","L53","Sub23_Int_bsent.1_conv",5,"conv","Sub23","Int","1","bsent"
"938","L53","Sub23_Int_bsent.1_lessClear",5,"lessClear","Sub23","Int","1","bsent"
"939","L53","Sub23_Int_bsent.1_moreClear",23,"moreClear","Sub23","Int","1","bsent"
"940","L53","Sub30_Int_tsent.2_conv",11,"conv","Sub30","Int","2","tsent"
"941","L53","Sub30_Int_tsent.2_lessClear",3,"lessClear","Sub30","Int","2","tsent"
"942","L53","Sub30_Int_tsent.2_moreClear",67,"moreClear","Sub30","Int","2","tsent"
"943","L53","Sub24_Int_ksent.1_conv",77,"conv","Sub24","Int","1","ksent"
"944","L53","Sub24_Int_ksent.1_lessClear",51,"lessClear","Sub24","Int","1","ksent"
"945","L53","Sub24_Int_ksent.1_moreClear",76,"moreClear","Sub24","Int","1","ksent"
"946","L53","Sub23_AP_tsent.2_conv",1,"conv","Sub23","AP","2","tsent"
"947","L53","Sub23_AP_tsent.2_lessClear",2,"lessClear","Sub23","AP","2","tsent"
"948","L53","Sub23_AP_tsent.2_moreClear",28,"moreClear","Sub23","AP","2","tsent"
"949","L53","Sub30_AP_ksent.2_conv",88,"conv","Sub30","AP","2","ksent"
"950","L53","Sub30_AP_ksent.2_lessClear",1,"lessClear","Sub30","AP","2","ksent"
"951","L53","Sub30_AP_ksent.2_moreClear",79,"moreClear","Sub30","AP","2","ksent"
"952","L53","Sub24_AP_bsent.5_conv",56,"conv","Sub24","AP","5","bsent"
"953","L53","Sub24_AP_bsent.5_lessClear",8,"lessClear","Sub24","AP","5","bsent"
"954","L53","Sub24_AP_bsent.5_moreClear",66,"moreClear","Sub24","AP","5","bsent"
"955","L54","Sub16_Int_bsent.2_conv",36,"conv","Sub16","Int","2","bsent"
"956","L54","Sub16_Int_bsent.2_lessClear",33,"lessClear","Sub16","Int","2","bsent"
"957","L54","Sub16_Int_bsent.2_moreClear",62,"moreClear","Sub16","Int","2","bsent"
"958","L54","Sub22_Int_tsent.3_conv",13,"conv","Sub22","Int","3","tsent"
"959","L54","Sub22_Int_tsent.3_lessClear",7,"lessClear","Sub22","Int","3","tsent"
"960","L54","Sub22_Int_tsent.3_moreClear",10,"moreClear","Sub22","Int","3","tsent"
"961","L54","Sub26_Int_ksent.3_conv",32,"conv","Sub26","Int","3","ksent"
"962","L54","Sub26_Int_ksent.3_lessClear",0,"lessClear","Sub26","Int","3","ksent"
"963","L54","Sub26_Int_ksent.3_moreClear",32,"moreClear","Sub26","Int","3","ksent"
"964","L54","Sub16_AP_tsent.1_conv",36,"conv","Sub16","AP","1","tsent"
"965","L54","Sub16_AP_tsent.1_lessClear",27,"lessClear","Sub16","AP","1","tsent"
"966","L54","Sub16_AP_tsent.1_moreClear",46,"moreClear","Sub16","AP","1","tsent"
"967","L54","Sub22_AP_ksent.5_conv",7,"conv","Sub22","AP","5","ksent"
"968","L54","Sub22_AP_ksent.5_lessClear",2,"lessClear","Sub22","AP","5","ksent"
"969","L54","Sub22_AP_ksent.5_moreClear",4,"moreClear","Sub22","AP","5","ksent"
"970","L54","Sub26_AP_bsent.4_conv",37,"conv","Sub26","AP","4","bsent"
"971","L54","Sub26_AP_bsent.4_lessClear",23,"lessClear","Sub26","AP","4","bsent"
"972","L54","Sub26_AP_bsent.4_moreClear",16,"moreClear","Sub26","AP","4","bsent"
"973","L55","Sub22_Int_bsent.4_conv",57,"conv","Sub22","Int","4","bsent"
"974","L55","Sub22_Int_bsent.4_lessClear",51,"lessClear","Sub22","Int","4","bsent"
"975","L55","Sub22_Int_bsent.4_moreClear",41,"moreClear","Sub22","Int","4","bsent"
"976","L55","Sub25_Int_tsent.3_conv",6,"conv","Sub25","Int","3","tsent"
"977","L55","Sub25_Int_tsent.3_lessClear",3,"lessClear","Sub25","Int","3","tsent"
"978","L55","Sub25_Int_tsent.3_moreClear",0,"moreClear","Sub25","Int","3","tsent"
"979","L55","Sub25_Int_ksent.3_conv",11,"conv","Sub25","Int","3","ksent"
"980","L55","Sub25_Int_ksent.3_lessClear",3,"lessClear","Sub25","Int","3","ksent"
"981","L55","Sub25_Int_ksent.3_moreClear",7,"moreClear","Sub25","Int","3","ksent"
"982","L55","Sub22_AP_tsent.1_conv",40,"conv","Sub22","AP","1","tsent"
"983","L55","Sub22_AP_tsent.1_lessClear",67,"lessClear","Sub22","AP","1","tsent"
"984","L55","Sub22_AP_tsent.1_moreClear",99,"moreClear","Sub22","AP","1","tsent"
"985","L55","Sub25_AP_ksent.4_conv",0,"conv","Sub25","AP","4","ksent"
"986","L55","Sub25_AP_ksent.4_lessClear",4,"lessClear","Sub25","AP","4","ksent"
"987","L55","Sub25_AP_ksent.4_moreClear",12,"moreClear","Sub25","AP","4","ksent"
"988","L55","Sub25_AP_bsent.5_conv",20,"conv","Sub25","AP","5","bsent"
"989","L55","Sub25_AP_bsent.5_lessClear",13,"lessClear","Sub25","AP","5","bsent"
"990","L55","Sub25_AP_bsent.5_moreClear",32,"moreClear","Sub25","AP","5","bsent"
"991","L56","Sub32_Int_bsent.5_conv",100,"conv","Sub32","Int","5","bsent"
"992","L56","Sub32_Int_bsent.5_lessClear",0,"lessClear","Sub32","Int","5","bsent"
"993","L56","Sub32_Int_bsent.5_moreClear",100,"moreClear","Sub32","Int","5","bsent"
"994","L56","Sub11_Int_tsent.2_conv",0,"conv","Sub11","Int","2","tsent"
"995","L56","Sub11_Int_tsent.2_lessClear",0,"lessClear","Sub11","Int","2","tsent"
"996","L56","Sub11_Int_tsent.2_moreClear",0,"moreClear","Sub11","Int","2","tsent"
"997","L56","Sub30_Int_ksent.5_conv",0,"conv","Sub30","Int","5","ksent"
"998","L56","Sub30_Int_ksent.5_lessClear",0,"lessClear","Sub30","Int","5","ksent"
"999","L56","Sub30_Int_ksent.5_moreClear",100,"moreClear","Sub30","Int","5","ksent"
"1000","L56","Sub32_AP_tsent.5_conv",51,"conv","Sub32","AP","5","tsent"
"1001","L56","Sub32_AP_tsent.5_lessClear",78,"lessClear","Sub32","AP","5","tsent"
"1002","L56","Sub32_AP_tsent.5_moreClear",100,"moreClear","Sub32","AP","5","tsent"
"1003","L56","Sub11_AP_ksent.5_conv",26,"conv","Sub11","AP","5","ksent"
"1004","L56","Sub11_AP_ksent.5_lessClear",45,"lessClear","Sub11","AP","5","ksent"
"1005","L56","Sub11_AP_ksent.5_moreClear",1,"moreClear","Sub11","AP","5","ksent"
"1006","L56","Sub30_AP_bsent.4_conv",100,"conv","Sub30","AP","4","bsent"
"1007","L56","Sub30_AP_bsent.4_lessClear",67,"lessClear","Sub30","AP","4","bsent"
"1008","L56","Sub30_AP_bsent.4_moreClear",100,"moreClear","Sub30","AP","4","bsent"
"1009","L57","Sub11_Int_bsent.5_conv",12,"conv","Sub11","Int","5","bsent"
"1010","L57","Sub11_Int_bsent.5_lessClear",11,"lessClear","Sub11","Int","5","bsent"
"1011","L57","Sub11_Int_bsent.5_moreClear",15,"moreClear","Sub11","Int","5","bsent"
"1012","L57","Sub18_Int_tsent.4_conv",3,"conv","Sub18","Int","4","tsent"
"1013","L57","Sub18_Int_tsent.4_lessClear",29,"lessClear","Sub18","Int","4","tsent"
"1014","L57","Sub18_Int_tsent.4_moreClear",20,"moreClear","Sub18","Int","4","tsent"
"1015","L57","Sub34_Int_ksent.3_conv",3,"conv","Sub34","Int","3","ksent"
"1016","L57","Sub34_Int_ksent.3_lessClear",7,"lessClear","Sub34","Int","3","ksent"
"1017","L57","Sub34_Int_ksent.3_moreClear",95,"moreClear","Sub34","Int","3","ksent"
"1018","L57","Sub11_AP_tsent.2_conv",6,"conv","Sub11","AP","2","tsent"
"1019","L57","Sub11_AP_tsent.2_lessClear",6,"lessClear","Sub11","AP","2","tsent"
"1020","L57","Sub11_AP_tsent.2_moreClear",13,"moreClear","Sub11","AP","2","tsent"
"1021","L57","Sub18_AP_ksent.3_conv",73,"conv","Sub18","AP","3","ksent"
"1022","L57","Sub18_AP_ksent.3_lessClear",8,"lessClear","Sub18","AP","3","ksent"
"1023","L57","Sub18_AP_ksent.3_moreClear",55,"moreClear","Sub18","AP","3","ksent"
"1024","L57","Sub34_AP_bsent.3_conv",7,"conv","Sub34","AP","3","bsent"
"1025","L57","Sub34_AP_bsent.3_lessClear",93,"lessClear","Sub34","AP","3","bsent"
"1026","L57","Sub34_AP_bsent.3_moreClear",93,"moreClear","Sub34","AP","3","bsent"
"1027","L58","Sub35_Int_bsent.2_conv",22,"conv","Sub35","Int","2","bsent"
"1028","L58","Sub35_Int_bsent.2_lessClear",49,"lessClear","Sub35","Int","2","bsent"
"1029","L58","Sub35_Int_bsent.2_moreClear",13,"moreClear","Sub35","Int","2","bsent"
"1030","L58","Sub23_Int_tsent.2_conv",5,"conv","Sub23","Int","2","tsent"
"1031","L58","Sub23_Int_tsent.2_lessClear",3,"lessClear","Sub23","Int","2","tsent"
"1032","L58","Sub23_Int_tsent.2_moreClear",5,"moreClear","Sub23","Int","2","tsent"
"1033","L58","Sub24_Int_ksent.2_conv",20,"conv","Sub24","Int","2","ksent"
"1034","L58","Sub24_Int_ksent.2_lessClear",68,"lessClear","Sub24","Int","2","ksent"
"1035","L58","Sub24_Int_ksent.2_moreClear",32,"moreClear","Sub24","Int","2","ksent"
"1036","L58","Sub35_AP_tsent.5_conv",29,"conv","Sub35","AP","5","tsent"
"1037","L58","Sub35_AP_tsent.5_lessClear",35,"lessClear","Sub35","AP","5","tsent"
"1038","L58","Sub35_AP_tsent.5_moreClear",25,"moreClear","Sub35","AP","5","tsent"
"1039","L58","Sub23_AP_ksent.2_conv",3,"conv","Sub23","AP","2","ksent"
"1040","L58","Sub23_AP_ksent.2_lessClear",3,"lessClear","Sub23","AP","2","ksent"
"1041","L58","Sub23_AP_ksent.2_moreClear",13,"moreClear","Sub23","AP","2","ksent"
"1042","L58","Sub24_AP_bsent.1_conv",10,"conv","Sub24","AP","1","bsent"
"1043","L58","Sub24_AP_bsent.1_lessClear",21,"lessClear","Sub24","AP","1","bsent"
"1044","L58","Sub24_AP_bsent.1_moreClear",17,"moreClear","Sub24","AP","1","bsent"
"1045","L59","Sub34_Int_bsent.4_conv",35,"conv","Sub34","Int","4","bsent"
"1046","L59","Sub34_Int_bsent.4_lessClear",94,"lessClear","Sub34","Int","4","bsent"
"1047","L59","Sub34_Int_bsent.4_moreClear",97,"moreClear","Sub34","Int","4","bsent"
"1048","L59","Sub28_Int_tsent.4_conv",0,"conv","Sub28","Int","4","tsent"
"1049","L59","Sub28_Int_tsent.4_lessClear",0,"lessClear","Sub28","Int","4","tsent"
"1050","L59","Sub28_Int_tsent.4_moreClear",0,"moreClear","Sub28","Int","4","tsent"
"1051","L59","Sub22_Int_ksent.5_conv",95,"conv","Sub22","Int","5","ksent"
"1052","L59","Sub22_Int_ksent.5_lessClear",94,"lessClear","Sub22","Int","5","ksent"
"1053","L59","Sub22_Int_ksent.5_moreClear",95,"moreClear","Sub22","Int","5","ksent"
"1054","L59","Sub34_AP_tsent.5_conv",0,"conv","Sub34","AP","5","tsent"
"1055","L59","Sub34_AP_tsent.5_lessClear",98,"lessClear","Sub34","AP","5","tsent"
"1056","L59","Sub34_AP_tsent.5_moreClear",99,"moreClear","Sub34","AP","5","tsent"
"1057","L59","Sub28_AP_ksent.1_conv",0,"conv","Sub28","AP","1","ksent"
"1058","L59","Sub28_AP_ksent.1_lessClear",0,"lessClear","Sub28","AP","1","ksent"
"1059","L59","Sub28_AP_ksent.1_moreClear",0,"moreClear","Sub28","AP","1","ksent"
"1060","L59","Sub22_AP_bsent.1_conv",100,"conv","Sub22","AP","1","bsent"
"1061","L59","Sub22_AP_bsent.1_lessClear",100,"lessClear","Sub22","AP","1","bsent"
"1062","L59","Sub22_AP_bsent.1_moreClear",100,"moreClear","Sub22","AP","1","bsent"
"1063","L60","Sub28_Int_bsent.1_conv",1,"conv","Sub28","Int","1","bsent"
"1064","L60","Sub28_Int_bsent.1_lessClear",34,"lessClear","Sub28","Int","1","bsent"
"1065","L60","Sub28_Int_bsent.1_moreClear",33,"moreClear","Sub28","Int","1","bsent"
"1066","L60","Sub16_Int_tsent.2_conv",100,"conv","Sub16","Int","2","tsent"
"1067","L60","Sub16_Int_tsent.2_lessClear",40,"lessClear","Sub16","Int","2","tsent"
"1068","L60","Sub16_Int_tsent.2_moreClear",100,"moreClear","Sub16","Int","2","tsent"
"1069","L60","Sub23_Int_ksent.2_conv",4,"conv","Sub23","Int","2","ksent"
"1070","L60","Sub23_Int_ksent.2_lessClear",1,"lessClear","Sub23","Int","2","ksent"
"1071","L60","Sub23_Int_ksent.2_moreClear",4,"moreClear","Sub23","Int","2","ksent"
"1072","L60","Sub28_AP_tsent.1_conv",1,"conv","Sub28","AP","1","tsent"
"1073","L60","Sub28_AP_tsent.1_lessClear",34,"lessClear","Sub28","AP","1","tsent"
"1074","L60","Sub28_AP_tsent.1_moreClear",14,"moreClear","Sub28","AP","1","tsent"
"1075","L60","Sub16_AP_ksent.4_conv",100,"conv","Sub16","AP","4","ksent"
"1076","L60","Sub16_AP_ksent.4_lessClear",93,"lessClear","Sub16","AP","4","ksent"
"1077","L60","Sub16_AP_ksent.4_moreClear",100,"moreClear","Sub16","AP","4","ksent"
"1078","L60","Sub23_AP_bsent.4_conv",5,"conv","Sub23","AP","4","bsent"
"1079","L60","Sub23_AP_bsent.4_lessClear",14,"lessClear","Sub23","AP","4","bsent"
"1080","L60","Sub23_AP_bsent.4_moreClear",14,"moreClear","Sub23","AP","4","bsent"
"1081","L61","Sub25_Int_bsent.5_conv",0,"conv","Sub25","Int","5","bsent"
"1082","L61","Sub25_Int_bsent.5_lessClear",0,"lessClear","Sub25","Int","5","bsent"
"1083","L61","Sub25_Int_bsent.5_moreClear",0,"moreClear","Sub25","Int","5","bsent"
"1084","L61","Sub24_Int_tsent.4_conv",100,"conv","Sub24","Int","4","tsent"
"1085","L61","Sub24_Int_tsent.4_lessClear",75,"lessClear","Sub24","Int","4","tsent"
"1086","L61","Sub24_Int_tsent.4_moreClear",62,"moreClear","Sub24","Int","4","tsent"
"1087","L61","Sub12_Int_ksent.4_conv",0,"conv","Sub12","Int","4","ksent"
"1088","L61","Sub12_Int_ksent.4_lessClear",0,"lessClear","Sub12","Int","4","ksent"
"1089","L61","Sub12_Int_ksent.4_moreClear",0,"moreClear","Sub12","Int","4","ksent"
"1090","L61","Sub25_AP_tsent.3_conv",0,"conv","Sub25","AP","3","tsent"
"1091","L61","Sub25_AP_tsent.3_lessClear",0,"lessClear","Sub25","AP","3","tsent"
"1092","L61","Sub25_AP_tsent.3_moreClear",0,"moreClear","Sub25","AP","3","tsent"
"1093","L61","Sub24_AP_ksent.1_conv",40,"conv","Sub24","AP","1","ksent"
"1094","L61","Sub24_AP_ksent.1_lessClear",46,"lessClear","Sub24","AP","1","ksent"
"1095","L61","Sub24_AP_ksent.1_moreClear",100,"moreClear","Sub24","AP","1","ksent"
"1096","L61","Sub12_AP_bsent.4_conv",67,"conv","Sub12","AP","4","bsent"
"1097","L61","Sub12_AP_bsent.4_lessClear",26,"lessClear","Sub12","AP","4","bsent"
"1098","L61","Sub12_AP_bsent.4_moreClear",8,"moreClear","Sub12","AP","4","bsent"
"1099","L62","Sub12_Int_bsent.1_conv",100,"conv","Sub12","Int","1","bsent"
"1100","L62","Sub12_Int_bsent.1_lessClear",100,"lessClear","Sub12","Int","1","bsent"
"1101","L62","Sub12_Int_bsent.1_moreClear",100,"moreClear","Sub12","Int","1","bsent"
"1102","L62","Sub22_Int_tsent.4_conv",18,"conv","Sub22","Int","4","tsent"
"1103","L62","Sub22_Int_tsent.4_lessClear",18,"lessClear","Sub22","Int","4","tsent"
"1104","L62","Sub22_Int_tsent.4_moreClear",90,"moreClear","Sub22","Int","4","tsent"
"1105","L62","Sub32_Int_ksent.1_conv",70,"conv","Sub32","Int","1","ksent"
"1106","L62","Sub32_Int_ksent.1_lessClear",62,"lessClear","Sub32","Int","1","ksent"
"1107","L62","Sub32_Int_ksent.1_moreClear",100,"moreClear","Sub32","Int","1","ksent"
"1108","L62","Sub12_AP_tsent.1_conv",7,"conv","Sub12","AP","1","tsent"
"1109","L62","Sub12_AP_tsent.1_lessClear",0,"lessClear","Sub12","AP","1","tsent"
"1110","L62","Sub12_AP_tsent.1_moreClear",15,"moreClear","Sub12","AP","1","tsent"
"1111","L62","Sub22_AP_ksent.1_conv",20,"conv","Sub22","AP","1","ksent"
"1112","L62","Sub22_AP_ksent.1_lessClear",17,"lessClear","Sub22","AP","1","ksent"
"1113","L62","Sub22_AP_ksent.1_moreClear",34,"moreClear","Sub22","AP","1","ksent"
"1114","L62","Sub32_AP_bsent.3_conv",91,"conv","Sub32","AP","3","bsent"
"1115","L62","Sub32_AP_bsent.3_lessClear",30,"lessClear","Sub32","AP","3","bsent"
"1116","L62","Sub32_AP_bsent.3_moreClear",91,"moreClear","Sub32","AP","3","bsent"
"1117","L63","Sub16_Int_bsent.3_conv",94,"conv","Sub16","Int","3","bsent"
"1118","L63","Sub16_Int_bsent.3_lessClear",100,"lessClear","Sub16","Int","3","bsent"
"1119","L63","Sub16_Int_bsent.3_moreClear",100,"moreClear","Sub16","Int","3","bsent"
"1120","L63","Sub35_Int_tsent.4_conv",100,"conv","Sub35","Int","4","tsent"
"1121","L63","Sub35_Int_tsent.4_lessClear",78,"lessClear","Sub35","Int","4","tsent"
"1122","L63","Sub35_Int_tsent.4_moreClear",100,"moreClear","Sub35","Int","4","tsent"
"1123","L63","Sub26_Int_ksent.4_conv",20,"conv","Sub26","Int","4","ksent"
"1124","L63","Sub26_Int_ksent.4_lessClear",18,"lessClear","Sub26","Int","4","ksent"
"1125","L63","Sub26_Int_ksent.4_moreClear",20,"moreClear","Sub26","Int","4","ksent"
"1126","L63","Sub16_AP_tsent.3_conv",100,"conv","Sub16","AP","3","tsent"
"1127","L63","Sub16_AP_tsent.3_lessClear",98,"lessClear","Sub16","AP","3","tsent"
"1128","L63","Sub16_AP_tsent.3_moreClear",100,"moreClear","Sub16","AP","3","tsent"
"1129","L63","Sub35_AP_ksent.1_conv",80,"conv","Sub35","AP","1","ksent"
"1130","L63","Sub35_AP_ksent.1_lessClear",61,"lessClear","Sub35","AP","1","ksent"
"1131","L63","Sub35_AP_ksent.1_moreClear",87,"moreClear","Sub35","AP","1","ksent"
"1132","L63","Sub26_AP_bsent.1_conv",100,"conv","Sub26","AP","1","bsent"
"1133","L63","Sub26_AP_bsent.1_lessClear",14,"lessClear","Sub26","AP","1","bsent"
"1134","L63","Sub26_AP_bsent.1_moreClear",100,"moreClear","Sub26","AP","1","bsent"
"1135","L64","Sub26_Int_bsent.4_conv",41,"conv","Sub26","Int","4","bsent"
"1136","L64","Sub26_Int_bsent.4_lessClear",28,"lessClear","Sub26","Int","4","bsent"
"1137","L64","Sub26_Int_bsent.4_moreClear",100,"moreClear","Sub26","Int","4","bsent"
"1138","L64","Sub32_Int_tsent.3_conv",77,"conv","Sub32","Int","3","tsent"
"1139","L64","Sub32_Int_tsent.3_lessClear",75,"lessClear","Sub32","Int","3","tsent"
"1140","L64","Sub32_Int_tsent.3_moreClear",77,"moreClear","Sub32","Int","3","tsent"
"1141","L64","Sub28_Int_ksent.2_conv",0,"conv","Sub28","Int","2","ksent"
"1142","L64","Sub28_Int_ksent.2_lessClear",0,"lessClear","Sub28","Int","2","ksent"
"1143","L64","Sub28_Int_ksent.2_moreClear",0,"moreClear","Sub28","Int","2","ksent"
"1144","L64","Sub26_AP_tsent.5_conv",10,"conv","Sub26","AP","5","tsent"
"1145","L64","Sub26_AP_tsent.5_lessClear",18,"lessClear","Sub26","AP","5","tsent"
"1146","L64","Sub26_AP_tsent.5_moreClear",9,"moreClear","Sub26","AP","5","tsent"
"1147","L64","Sub32_AP_ksent.4_conv",14,"conv","Sub32","AP","4","ksent"
"1148","L64","Sub32_AP_ksent.4_lessClear",33,"lessClear","Sub32","AP","4","ksent"
"1149","L64","Sub32_AP_ksent.4_moreClear",100,"moreClear","Sub32","AP","4","ksent"
"1150","L64","Sub28_AP_bsent.2_conv",9,"conv","Sub28","AP","2","bsent"
"1151","L64","Sub28_AP_bsent.2_lessClear",0,"lessClear","Sub28","AP","2","bsent"
"1152","L64","Sub28_AP_bsent.2_moreClear",8,"moreClear","Sub28","AP","2","bsent"
"1153","L65","Sub18_Int_bsent.2_conv",58,"conv","Sub18","Int","2","bsent"
"1154","L65","Sub18_Int_bsent.2_lessClear",57,"lessClear","Sub18","Int","2","bsent"
"1155","L65","Sub18_Int_bsent.2_moreClear",60,"moreClear","Sub18","Int","2","bsent"
"1156","L65","Sub12_Int_tsent.5_conv",8,"conv","Sub12","Int","5","tsent"
"1157","L65","Sub12_Int_tsent.5_lessClear",6,"lessClear","Sub12","Int","5","tsent"
"1158","L65","Sub12_Int_tsent.5_moreClear",8,"moreClear","Sub12","Int","5","tsent"
"1159","L65","Sub16_Int_ksent.4_conv",98,"conv","Sub16","Int","4","ksent"
"1160","L65","Sub16_Int_ksent.4_lessClear",93,"lessClear","Sub16","Int","4","ksent"
"1161","L65","Sub16_Int_ksent.4_moreClear",100,"moreClear","Sub16","Int","4","ksent"
"1162","L65","Sub18_AP_tsent.1_conv",7,"conv","Sub18","AP","1","tsent"
"1163","L65","Sub18_AP_tsent.1_lessClear",9,"lessClear","Sub18","AP","1","tsent"
"1164","L65","Sub18_AP_tsent.1_moreClear",10,"moreClear","Sub18","AP","1","tsent"
"1165","L65","Sub12_AP_ksent.4_conv",24,"conv","Sub12","AP","4","ksent"
"1166","L65","Sub12_AP_ksent.4_lessClear",29,"lessClear","Sub12","AP","4","ksent"
"1167","L65","Sub12_AP_ksent.4_moreClear",15,"moreClear","Sub12","AP","4","ksent"
"1168","L65","Sub16_AP_bsent.4_conv",75,"conv","Sub16","AP","4","bsent"
"1169","L65","Sub16_AP_bsent.4_lessClear",67,"lessClear","Sub16","AP","4","bsent"
"1170","L65","Sub16_AP_bsent.4_moreClear",86,"moreClear","Sub16","AP","4","bsent"
"1171","L66","Sub24_Int_bsent.4_conv",7,"conv","Sub24","Int","4","bsent"
"1172","L66","Sub24_Int_bsent.4_lessClear",5,"lessClear","Sub24","Int","4","bsent"
"1173","L66","Sub24_Int_bsent.4_moreClear",5,"moreClear","Sub24","Int","4","bsent"
"1174","L66","Sub30_Int_tsent.5_conv",51,"conv","Sub30","Int","5","tsent"
"1175","L66","Sub30_Int_tsent.5_lessClear",60,"lessClear","Sub30","Int","5","tsent"
"1176","L66","Sub30_Int_tsent.5_moreClear",27,"moreClear","Sub30","Int","5","tsent"
"1177","L66","Sub18_Int_ksent.2_conv",13,"conv","Sub18","Int","2","ksent"
"1178","L66","Sub18_Int_ksent.2_lessClear",7,"lessClear","Sub18","Int","2","ksent"
"1179","L66","Sub18_Int_ksent.2_moreClear",1,"moreClear","Sub18","Int","2","ksent"
"1180","L66","Sub24_AP_tsent.3_conv",82,"conv","Sub24","AP","3","tsent"
"1181","L66","Sub24_AP_tsent.3_lessClear",29,"lessClear","Sub24","AP","3","tsent"
"1182","L66","Sub24_AP_tsent.3_moreClear",92,"moreClear","Sub24","AP","3","tsent"
"1183","L66","Sub30_AP_ksent.1_conv",1,"conv","Sub30","AP","1","ksent"
"1184","L66","Sub30_AP_ksent.1_lessClear",10,"lessClear","Sub30","AP","1","ksent"
"1185","L66","Sub30_AP_ksent.1_moreClear",22,"moreClear","Sub30","AP","1","ksent"
"1186","L66","Sub18_AP_bsent.4_conv",12,"conv","Sub18","AP","4","bsent"
"1187","L66","Sub18_AP_bsent.4_lessClear",12,"lessClear","Sub18","AP","4","bsent"
"1188","L66","Sub18_AP_bsent.4_moreClear",42,"moreClear","Sub18","AP","4","bsent"
"1189","L67","Sub24_Int_bsent.1_conv",12,"conv","Sub24","Int","1","bsent"
"1190","L67","Sub24_Int_bsent.1_lessClear",23,"lessClear","Sub24","Int","1","bsent"
"1191","L67","Sub24_Int_bsent.1_moreClear",23,"moreClear","Sub24","Int","1","bsent"
"1192","L67","Sub26_Int_tsent.4_conv",0,"conv","Sub26","Int","4","tsent"
"1193","L67","Sub26_Int_tsent.4_lessClear",0,"lessClear","Sub26","Int","4","tsent"
"1194","L67","Sub26_Int_tsent.4_moreClear",0,"moreClear","Sub26","Int","4","tsent"
"1195","L67","Sub35_Int_ksent.1_conv",100,"conv","Sub35","Int","1","ksent"
"1196","L67","Sub35_Int_ksent.1_lessClear",100,"lessClear","Sub35","Int","1","ksent"
"1197","L67","Sub35_Int_ksent.1_moreClear",100,"moreClear","Sub35","Int","1","ksent"
"1198","L67","Sub24_AP_tsent.2_conv",2,"conv","Sub24","AP","2","tsent"
"1199","L67","Sub24_AP_tsent.2_lessClear",13,"lessClear","Sub24","AP","2","tsent"
"1200","L67","Sub24_AP_tsent.2_moreClear",78,"moreClear","Sub24","AP","2","tsent"
"1201","L67","Sub26_AP_ksent.2_conv",33,"conv","Sub26","AP","2","ksent"
"1202","L67","Sub26_AP_ksent.2_lessClear",24,"lessClear","Sub26","AP","2","ksent"
"1203","L67","Sub26_AP_ksent.2_moreClear",41,"moreClear","Sub26","AP","2","ksent"
"1204","L67","Sub35_AP_bsent.4_conv",42,"conv","Sub35","AP","4","bsent"
"1205","L67","Sub35_AP_bsent.4_lessClear",4,"lessClear","Sub35","AP","4","bsent"
"1206","L67","Sub35_AP_bsent.4_moreClear",100,"moreClear","Sub35","AP","4","bsent"
"1207","L68","Sub23_Int_bsent.4_conv",30,"conv","Sub23","Int","4","bsent"
