"","ListenerID","DatabaseID","Token","condition","Sent","rep","ratingType","Rating","Rating_rel"
"297","L305","Sub44","Sub44_Int_bsent.4_moreClear","moreClear","bsent","4","Int",100,70
"298","L306","Sub48","Sub48_Int_bsent.3_conv","conv","bsent","3","Int",50,65
"299","L306","Sub48","Sub48_Int_bsent.3_lessClear","lessClear","bsent","3","Int",41,22
"300","L306","Sub48","Sub48_Int_bsent.3_moreClear","moreClear","bsent","3","Int",60,67
"301","L307","Sub50","Sub50_Int_bsent.4_conv","conv","bsent","4","Int",100,100
"302","L307","Sub50","Sub50_Int_bsent.4_lessClear","lessClear","bsent","4","Int",66,76
"303","L307","Sub50","Sub50_Int_bsent.4_moreClear","moreClear","bsent","4","Int",100,94
"304","L308","Sub59","Sub59_Int_bsent.1_conv","conv","bsent","1","Int",78,100
"305","L308","Sub59","Sub59_Int_bsent.1_lessClear","lessClear","bsent","1","Int",14,6
"306","L308","Sub59","Sub59_Int_bsent.1_moreClear","moreClear","bsent","1","Int",86,100
"307","L309","Sub60","Sub60_Int_bsent.3_conv","conv","bsent","3","Int",100,100
"308","L309","Sub60","Sub60_Int_bsent.3_lessClear","lessClear","bsent","3","Int",100,58
"309","L309","Sub60","Sub60_Int_bsent.3_moreClear","moreClear","bsent","3","Int",100,100
"310","L310","Sub39","Sub39_Int_bsent.3_conv","conv","bsent","3","Int",100,100
"311","L310","Sub39","Sub39_Int_bsent.3_lessClear","lessClear","bsent","3","Int",54,0
"312","L310","Sub39","Sub39_Int_bsent.3_moreClear","moreClear","bsent","3","Int",100,100
"313","L311","Sub46","Sub46_Int_bsent.3_conv","conv","bsent","3","Int",100,100
"314","L311","Sub46","Sub46_Int_bsent.3_lessClear","lessClear","bsent","3","Int",100,100
"315","L311","Sub46","Sub46_Int_bsent.3_moreClear","moreClear","bsent","3","Int",100,100
"316","L312","Sub41","Sub41_Int_bsent.2_conv","conv","bsent","2","Int",99,94
"317","L312","Sub41","Sub41_Int_bsent.2_lessClear","lessClear","bsent","2","Int",13,45
"318","L312","Sub41","Sub41_Int_bsent.2_moreClear","moreClear","bsent","2","Int",100,97
"319","L313","Sub48","Sub48_Int_bsent.4_conv","conv","bsent","4","Int",99,97
"320","L313","Sub48","Sub48_Int_bsent.4_lessClear","lessClear","bsent","4","Int",96,82
"321","L313","Sub48","Sub48_Int_bsent.4_moreClear","moreClear","bsent","4","Int",100,100
"322","L314","Sub38","Sub38_Int_bsent.3_conv","conv","bsent","3","Int",87,95
"323","L314","Sub38","Sub38_Int_bsent.3_lessClear","lessClear","bsent","3","Int",84,85
"324","L314","Sub38","Sub38_Int_bsent.3_moreClear","moreClear","bsent","3","Int",77,89
"325","L315","Sub17","Sub17_Int_bsent.4_conv","conv","bsent","4","Int",81,100
"326","L315","Sub17","Sub17_Int_bsent.4_lessClear","lessClear","bsent","4","Int",46,100
"327","L315","Sub17","Sub17_Int_bsent.4_moreClear","moreClear","bsent","4","Int",10,100
"328","L316","Sub45","Sub45_Int_bsent.3_conv","conv","bsent","3","Int",46,100
"329","L316","Sub45","Sub45_Int_bsent.3_lessClear","lessClear","bsent","3","Int",80,87
"330","L316","Sub45","Sub45_Int_bsent.3_moreClear","moreClear","bsent","3","Int",62,89
"331","L317","Sub57","Sub57_Int_bsent.4_conv","conv","bsent","4","Int",96,87
"332","L317","Sub57","Sub57_Int_bsent.4_lessClear","lessClear","bsent","4","Int",3,54
"333","L317","Sub57","Sub57_Int_bsent.4_moreClear","moreClear","bsent","4","Int",76,100
"334","L318","Sub44","Sub44_Int_bsent.3_conv","conv","bsent","3","Int",NA,100
"335","L318","Sub44","Sub44_Int_bsent.3_lessClear","lessClear","bsent","3","Int",NA,100
"336","L318","Sub44","Sub44_Int_bsent.3_moreClear","moreClear","bsent","3","Int",NA,100
"337","L318","Sub44","Sub44_Int_bsent.5_conv","conv","bsent","5","Int",100,100
"338","L318","Sub44","Sub44_Int_bsent.5_lessClear","lessClear","bsent","5","Int",89,94
"339","L318","Sub44","Sub44_Int_bsent.5_moreClear","moreClear","bsent","5","Int",100,100
"340","L319","Sub36","Sub36_Int_bsent.2_conv","conv","bsent","2","Int",100,100
"341","L319","Sub36","Sub36_Int_bsent.2_lessClear","lessClear","bsent","2","Int",100,96
"342","L319","Sub36","Sub36_Int_bsent.2_moreClear","moreClear","bsent","2","Int",100,100
"343","L320","Sub29","Sub29_Int_bsent.1_conv","conv","bsent","1","Int",98,100
"344","L320","Sub29","Sub29_Int_bsent.1_lessClear","lessClear","bsent","1","Int",96,100
"345","L320","Sub29","Sub29_Int_bsent.1_moreClear","moreClear","bsent","1","Int",100,100
"346","L321","Sub52","Sub52_Int_bsent.3_conv","conv","bsent","3","Int",100,87
"347","L321","Sub52","Sub52_Int_bsent.3_lessClear","lessClear","bsent","3","Int",100,82
"348","L321","Sub52","Sub52_Int_bsent.3_moreClear","moreClear","bsent","3","Int",100,100
"349","L322","Sub54","Sub54_Int_bsent.2_conv","conv","bsent","2","Int",100,100
"350","L322","Sub54","Sub54_Int_bsent.2_lessClear","lessClear","bsent","2","Int",100,100
"351","L322","Sub54","Sub54_Int_bsent.2_moreClear","moreClear","bsent","2","Int",100,100
"352","L323","Sub50","Sub50_Int_bsent.2_conv","conv","bsent","2","Int",100,100
"353","L323","Sub50","Sub50_Int_bsent.2_lessClear","lessClear","bsent","2","Int",100,100
"354","L323","Sub50","Sub50_Int_bsent.2_moreClear","moreClear","bsent","2","Int",100,100
"355","L324","Sub58","Sub58_Int_bsent.3_conv","conv","bsent","3","Int",94,55
"356","L324","Sub58","Sub58_Int_bsent.3_lessClear","lessClear","bsent","3","Int",100,60
"357","L324","Sub58","Sub58_Int_bsent.3_moreClear","moreClear","bsent","3","Int",30,55
"358","L325","Sub47","Sub47_Int_bsent.1_conv","conv","bsent","1","Int",56,95
"359","L325","Sub47","Sub47_Int_bsent.1_lessClear","lessClear","bsent","1","Int",41,84
"360","L325","Sub47","Sub47_Int_bsent.1_moreClear","moreClear","bsent","1","Int",87,96
"361","L326","Sub42","Sub42_Int_bsent.3_conv","conv","bsent","3","Int",100,100
"362","L326","Sub42","Sub42_Int_bsent.3_lessClear","lessClear","bsent","3","Int",63,95
"363","L326","Sub42","Sub42_Int_bsent.3_moreClear","moreClear","bsent","3","Int",100,90
"364","L327","Sub40","Sub40_Int_bsent.3_conv","conv","bsent","3","Int",100,100
"365","L327","Sub40","Sub40_Int_bsent.3_lessClear","lessClear","bsent","3","Int",100,100
"366","L327","Sub40","Sub40_Int_bsent.3_moreClear","moreClear","bsent","3","Int",100,100
"367","L328","Sub49_2","Sub49_Int_bsent.3_conv","conv","bsent","3","Int",98,97
"368","L328","Sub49_2","Sub49_Int_bsent.3_lessClear","lessClear","bsent","3","Int",96,97
"369","L328","Sub49_2","Sub49_Int_bsent.3_moreClear","moreClear","bsent","3","Int",95,99
"370","L329","Sub38","Sub38_Int_bsent.1_conv","conv","bsent","1","Int",93,100
"371","L329","Sub38","Sub38_Int_bsent.1_lessClear","lessClear","bsent","1","Int",99,97
"372","L329","Sub38","Sub38_Int_bsent.1_moreClear","moreClear","bsent","1","Int",100,100
"373","L330","Sub39","Sub39_Int_bsent.3_conv","conv","bsent","3","Int",95,81
"374","L330","Sub39","Sub39_Int_bsent.3_lessClear","lessClear","bsent","3","Int",79,65
"375","L330","Sub39","Sub39_Int_bsent.3_moreClear","moreClear","bsent","3","Int",99,87
"376","L331","Sub59","Sub59_Int_bsent.5_conv","conv","bsent","5","Int",97,100
"377","L331","Sub59","Sub59_Int_bsent.5_lessClear","lessClear","bsent","5","Int",100,100
"378","L331","Sub59","Sub59_Int_bsent.5_moreClear","moreClear","bsent","5","Int",100,100
"379","L332","Sub24","Sub24_Int_bsent.2_conv","conv","bsent","2","Int",40,81
"380","L332","Sub24","Sub24_Int_bsent.2_lessClear","lessClear","bsent","2","Int",38,78
"381","L332","Sub24","Sub24_Int_bsent.2_moreClear","moreClear","bsent","2","Int",39,87
"382","L333","Sub37","Sub37_Int_bsent.5_conv","conv","bsent","5","Int",100,100
"383","L333","Sub37","Sub37_Int_bsent.5_lessClear","lessClear","bsent","5","Int",100,100
"384","L333","Sub37","Sub37_Int_bsent.5_moreClear","moreClear","bsent","5","Int",100,100
"385","L334","Sub55_2","Sub55_Int_bsent.3_conv","conv","bsent","3","Int",80,82
"386","L334","Sub55_2","Sub55_Int_bsent.3_lessClear","lessClear","bsent","3","Int",90,66
"387","L334","Sub55_2","Sub55_Int_bsent.3_moreClear","moreClear","bsent","3","Int",95,71
"388","L335","Sub18_2","Sub18_Int_bsent.1_conv","conv","bsent","1","Int",90,94
"389","L335","Sub18_2","Sub18_Int_bsent.1_lessClear","lessClear","bsent","1","Int",81,86
"390","L335","Sub18_2","Sub18_Int_bsent.1_moreClear","moreClear","bsent","1","Int",85,95
"391","L336","Sub23","Sub23_Int_bsent.2_conv","conv","bsent","2","Int",63,66
"392","L336","Sub23","Sub23_Int_bsent.2_lessClear","lessClear","bsent","2","Int",30,64
"393","L336","Sub23","Sub23_Int_bsent.2_moreClear","moreClear","bsent","2","Int",80,90
"394","L337","Sub18_2","Sub18_Int_bsent.2_conv","conv","bsent","2","Int",69,39
"395","L337","Sub18_2","Sub18_Int_bsent.2_lessClear","lessClear","bsent","2","Int",41,25
"396","L337","Sub18_2","Sub18_Int_bsent.2_moreClear","moreClear","bsent","2","Int",85,40
"397","L338","Sub51","Sub51_Int_bsent.2_conv","conv","bsent","2","Int",89,90
"398","L338","Sub51","Sub51_Int_bsent.2_lessClear","lessClear","bsent","2","Int",100,100
"399","L338","Sub51","Sub51_Int_bsent.2_moreClear","moreClear","bsent","2","Int",100,100
"400","L339","Sub23","Sub23_Int_bsent.4_conv","conv","bsent","4","Int",36,66
"401","L339","Sub23","Sub23_Int_bsent.4_lessClear","lessClear","bsent","4","Int",13,69
"402","L339","Sub23","Sub23_Int_bsent.4_moreClear","moreClear","bsent","4","Int",61,78
"403","L340","Sub52","Sub52_Int_bsent.2_conv","conv","bsent","2","Int",59,100
"404","L340","Sub52","Sub52_Int_bsent.2_lessClear","lessClear","bsent","2","Int",15,41
"405","L340","Sub52","Sub52_Int_bsent.2_moreClear","moreClear","bsent","2","Int",100,100
"406","L341","Sub12","Sub12_Int_bsent.2_conv","conv","bsent","2","Int",100,100
"407","L341","Sub12","Sub12_Int_bsent.2_lessClear","lessClear","bsent","2","Int",88,100
"408","L341","Sub12","Sub12_Int_bsent.2_moreClear","moreClear","bsent","2","Int",89,100
"409","L342","Sub28","Sub28_Int_bsent.4_conv","conv","bsent","4","Int",1,1
"410","L342","Sub28","Sub28_Int_bsent.4_lessClear","lessClear","bsent","4","Int",1,3
"411","L342","Sub28","Sub28_Int_bsent.4_moreClear","moreClear","bsent","4","Int",1,5
"412","L343","Sub32","Sub32_Int_bsent.2_conv","conv","bsent","2","Int",71,68
"413","L343","Sub32","Sub32_Int_bsent.2_lessClear","lessClear","bsent","2","Int",65,63
"414","L343","Sub32","Sub32_Int_bsent.2_moreClear","moreClear","bsent","2","Int",74,75
"415","L344","Sub47","Sub47_Int_bsent.2_conv","conv","bsent","2","Int",100,99
"416","L344","Sub47","Sub47_Int_bsent.2_lessClear","lessClear","bsent","2","Int",100,100
"417","L344","Sub47","Sub47_Int_bsent.2_moreClear","moreClear","bsent","2","Int",100,100
"418","L345","Sub16","Sub16_Int_bsent.4_conv","conv","bsent","4","Int",100,100
"419","L345","Sub16","Sub16_Int_bsent.4_lessClear","lessClear","bsent","4","Int",100,100
"420","L345","Sub16","Sub16_Int_bsent.4_moreClear","moreClear","bsent","4","Int",100,100
"421","L346","Sub34","Sub34_Int_bsent.3_conv","conv","bsent","3","Int",55,81
"422","L346","Sub34","Sub34_Int_bsent.3_lessClear","lessClear","bsent","3","Int",33,76
"423","L346","Sub34","Sub34_Int_bsent.3_moreClear","moreClear","bsent","3","Int",92,99
"424","L347","Sub57","Sub57_Int_bsent.3_conv","conv","bsent","3","Int",100,100
"425","L347","Sub57","Sub57_Int_bsent.3_lessClear","lessClear","bsent","3","Int",99,100
"426","L347","Sub57","Sub57_Int_bsent.3_moreClear","moreClear","bsent","3","Int",99,100
"427","L348","Sub13","Sub13_Int_bsent.1_conv","conv","bsent","1","Int",100,97
"428","L348","Sub13","Sub13_Int_bsent.1_lessClear","lessClear","bsent","1","Int",93,97
"429","L348","Sub13","Sub13_Int_bsent.1_moreClear","moreClear","bsent","1","Int",100,100
"430","L349","Sub46","Sub46_Int_bsent.1_conv","conv","bsent","1","Int",95,100
"431","L349","Sub46","Sub46_Int_bsent.1_lessClear","lessClear","bsent","1","Int",93,100
"432","L349","Sub46","Sub46_Int_bsent.1_moreClear","moreClear","bsent","1","Int",88,100
"433","L350","Sub25","Sub25_Int_bsent.1_conv","conv","bsent","1","Int",90,62
"434","L350","Sub25","Sub25_Int_bsent.1_lessClear","lessClear","bsent","1","Int",10,4
"435","L350","Sub25","Sub25_Int_bsent.1_moreClear","moreClear","bsent","1","Int",50,36
"436","L351","Sub24","Sub24_Int_bsent.4_conv","conv","bsent","4","Int",100,98
"437","L351","Sub24","Sub24_Int_bsent.4_lessClear","lessClear","bsent","4","Int",100,84
"438","L351","Sub24","Sub24_Int_bsent.4_moreClear","moreClear","bsent","4","Int",100,99
"439","L352","Sub16","Sub16_Int_bsent.2_conv","conv","bsent","2","Int",100,100
"440","L352","Sub16","Sub16_Int_bsent.2_lessClear","lessClear","bsent","2","Int",1,100
"441","L352","Sub16","Sub16_Int_bsent.2_moreClear","moreClear","bsent","2","Int",63,100
"442","L353","Sub22","Sub22_Int_bsent.3_conv","conv","bsent","3","Int",100,100
"443","L353","Sub22","Sub22_Int_bsent.3_lessClear","lessClear","bsent","3","Int",100,100
"444","L353","Sub22","Sub22_Int_bsent.3_moreClear","moreClear","bsent","3","Int",100,100
"445","L354","Sub32","Sub32_Int_bsent.3_conv","conv","bsent","3","Int",100,100
"446","L354","Sub32","Sub32_Int_bsent.3_lessClear","lessClear","bsent","3","Int",100,100
"447","L354","Sub32","Sub32_Int_bsent.3_moreClear","moreClear","bsent","3","Int",100,100
"448","L355","Sub42","Sub42_Int_bsent.4_conv","conv","bsent","4","Int",100,100
"449","L355","Sub42","Sub42_Int_bsent.4_lessClear","lessClear","bsent","4","Int",97,100
"450","L355","Sub42","Sub42_Int_bsent.4_moreClear","moreClear","bsent","4","Int",100,100
"451","L356","Sub18_2","Sub18_Int_bsent.5_conv","conv","bsent","5","Int",46,0
"452","L356","Sub18_2","Sub18_Int_bsent.5_lessClear","lessClear","bsent","5","Int",46,0
"453","L356","Sub18_2","Sub18_Int_bsent.5_moreClear","moreClear","bsent","5","Int",46,17
"454","L357","Sub18_2","Sub18_Int_bsent.4_conv","conv","bsent","4","Int",12,88
"455","L357","Sub18_2","Sub18_Int_bsent.4_lessClear","lessClear","bsent","4","Int",16,95
"456","L357","Sub18_2","Sub18_Int_bsent.4_moreClear","moreClear","bsent","4","Int",14,93
"457","L358","Sub35","Sub35_Int_bsent.1_conv","conv","bsent","1","Int",99,100
"458","L358","Sub35","Sub35_Int_bsent.1_lessClear","lessClear","bsent","1","Int",78,96
"459","L358","Sub35","Sub35_Int_bsent.1_moreClear","moreClear","bsent","1","Int",91,100
"460","L359","Sub26","Sub26_Int_bsent.1_conv","conv","bsent","1","Int",100,100
"461","L359","Sub26","Sub26_Int_bsent.1_lessClear","lessClear","bsent","1","Int",100,100
"462","L359","Sub26","Sub26_Int_bsent.1_moreClear","moreClear","bsent","1","Int",100,100
"463","L360","Sub51","Sub51_Int_bsent.5_conv","conv","bsent","5","Int",28,56
"464","L360","Sub51","Sub51_Int_bsent.5_lessClear","lessClear","bsent","5","Int",7,51
"465","L360","Sub51","Sub51_Int_bsent.5_moreClear","moreClear","bsent","5","Int",52,75
"466","L361","Sub22","Sub22_Int_bsent.1_conv","conv","bsent","1","Int",100,100
"467","L361","Sub22","Sub22_Int_bsent.1_lessClear","lessClear","bsent","1","Int",100,100
"468","L361","Sub22","Sub22_Int_bsent.1_moreClear","moreClear","bsent","1","Int",100,100
"469","L362","Sub11","Sub11_Int_bsent.5_conv","conv","bsent","5","Int",11,38
"470","L362","Sub11","Sub11_Int_bsent.5_lessClear","lessClear","bsent","5","Int",55,36
"471","L362","Sub11","Sub11_Int_bsent.5_moreClear","moreClear","bsent","5","Int",35,31
"472","L363","Sub11","Sub11_Int_bsent.3_conv","conv","bsent","3","Int",43,23
"473","L363","Sub11","Sub11_Int_bsent.3_lessClear","lessClear","bsent","3","Int",3,21
"474","L363","Sub11","Sub11_Int_bsent.3_moreClear","moreClear","bsent","3","Int",46,58
"475","L364","Sub32","Sub32_Int_bsent.5_conv","conv","bsent","5","Int",87,93
"476","L364","Sub32","Sub32_Int_bsent.5_lessClear","lessClear","bsent","5","Int",72,73
"477","L364","Sub32","Sub32_Int_bsent.5_moreClear","moreClear","bsent","5","Int",100,100
"478","L365","Sub26","Sub26_Int_bsent.2_conv","conv","bsent","2","Int",89,57
"479","L365","Sub26","Sub26_Int_bsent.2_lessClear","lessClear","bsent","2","Int",78,55
"480","L365","Sub26","Sub26_Int_bsent.2_moreClear","moreClear","bsent","2","Int",42,73
"481","L366","Sub18_2","Sub18_Int_bsent.4_conv","conv","bsent","4","Int",81,89
"482","L366","Sub18_2","Sub18_Int_bsent.4_lessClear","lessClear","bsent","4","Int",75,82
"483","L366","Sub18_2","Sub18_Int_bsent.4_moreClear","moreClear","bsent","4","Int",100,90
"484","L367","Sub37","Sub37_Int_bsent.3_conv","conv","bsent","3","Int",98,100
"485","L367","Sub37","Sub37_Int_bsent.3_lessClear","lessClear","bsent","3","Int",97,94
"486","L367","Sub37","Sub37_Int_bsent.3_moreClear","moreClear","bsent","3","Int",91,98
"487","L368","Sub30","Sub30_Int_bsent.5_conv","conv","bsent","5","Int",100,100
"488","L368","Sub30","Sub30_Int_bsent.5_lessClear","lessClear","bsent","5","Int",100,47
"489","L368","Sub30","Sub30_Int_bsent.5_moreClear","moreClear","bsent","5","Int",100,100
